Fecha,Dia_Semana,SANTA_FE_TG1,SANTA_FE_TG2,SANTA_FE_TG3,PACIFICO_TG1,PACIFICO_TG2,PACIFICO_TG3,LAJA_TG3,LAJA_TG4,SF _ENERGÍA_TG4,SF _ENERGÍA_(NETO),LAJA AP,PACIFICO AP,SANTA FE AP
2026-01-01 01:00:00,jueves,-19.03,-44.57,-43.82,-29.98,-28.09,-9.54,-26.55,-19.95,-46.8,-40.86,-1.15,-20.05,-9.29
2026-01-01 02:00:00,jueves,-19.02,-44.63,-44.46,-30.04,-27.1,-9.58,-23.46,-33.91,-48.46,-42.36,-11.4,-19.39,-8.01
2026-01-01 03:00:00,jueves,-18.94,-44.61,-44.03,-30.02,-27.35,-9.48,-24.2,-32.18,-49.32,-43.19,-10.28,-19.05,-6.92
2026-01-01 04:00:00,jueves,-19.01,-44.71,-44.49,-32.05,-28.15,-9.56,-26.43,-26.41,-52.38,-45.91,-6.93,-21.55,-7.23
2026-01-01 05:00:00,jueves,-19.06,-44.69,-44.46,-32.1,-30.62,-9.56,-25.09,-29.58,-58.14,-51.6,-8.38,-24.05,-8.07
2026-01-01 06:00:00,jueves,-19.07,-44.54,-44.34,-32.14,-31.15,-9.55,-25.79,-26.59,-54.28,-47.77,-6.25,-25.4,-7.24
2026-01-01 07:00:00,jueves,-19.09,-44.56,-44.31,-32.32,-28.46,-9.6,-26.3,-27.82,-53.74,-47.35,-8.01,-22.84,-7.07
2026-01-01 08:00:00,jueves,-18.99,-44.46,-42.5,-31.79,-27.1,-9.53,-25.21,-27.91,-56.37,-49.94,-6.99,-21.0,-6.41
2026-01-01 09:00:00,jueves,-19.08,-44.44,-42.98,-31.97,-25.56,-9.54,-25.55,-22.42,-50.48,-44.67,-2.18,-19.99,-6.92
2026-01-01 10:00:00,jueves,-19.05,-44.42,-43.96,-32.17,-28.11,-9.59,-25.9,-22.88,-45.66,-40.24,-3.55,-22.58,-8.11
2026-01-01 11:00:00,jueves,-19.04,-44.35,-42.95,-32.15,-25.07,-9.56,-25.12,-21.4,-50.88,-45.28,-0.82,-19.0,-6.57
2026-01-01 12:00:00,jueves,-19.06,-44.27,-43.53,-32.15,-28.4,-9.53,-24.56,-25.97,-49.06,-43.4,-4.35,-22.57,-6.46
2026-01-01 13:00:00,jueves,-19.02,-44.37,-42.01,-32.27,-32.01,-9.51,-25.47,-27.14,-50.88,-45.14,-6.57,-25.91,-4.83
2026-01-01 14:00:00,jueves,-18.98,-44.27,-42.74,-32.05,-32.5,-9.5,-25.51,-24.85,-49.65,-43.68,-4.46,-26.86,-5.44
2026-01-01 15:00:00,jueves,-18.98,-44.12,-43.53,-32.15,-32.05,-9.53,-24.98,-25.61,-49.97,-43.87,-4.89,-26.37,-5.57
2026-01-01 16:00:00,jueves,-18.98,-44.21,-41.54,-31.88,-32.64,-9.56,-25.75,-24.01,-52.73,-46.53,-7.09,-26.38,-3.76
2026-01-01 17:00:00,jueves,-18.96,-44.13,-43.39,-32.03,-35.71,-9.52,-23.61,-31.21,-46.83,-40.95,-12.06,-29.18,-5.62
2026-01-01 18:00:00,jueves,-18.97,-44.24,-40.37,-32.06,-34.27,-9.52,-24.15,-29.58,-50.17,-44.39,-11.02,-27.69,-2.8
2026-01-01 19:00:00,jueves,-18.98,-44.2,-40.15,-32.28,-34.96,-9.58,-24.29,-25.31,-46.53,-41.03,-7.1,-28.56,-2.68
2026-01-01 20:00:00,jueves,-18.95,-44.21,-40.65,-31.86,-33.45,-9.6,-22.62,-29.81,-47.1,-41.4,-10.32,-26.53,-2.71
2026-01-01 21:00:00,jueves,-18.96,-44.22,-39.93,-32.18,-32.01,-9.58,-24.0,-27.22,-50.52,-44.71,-8.58,-25.66,-2.32
2026-01-01 22:00:00,jueves,-18.97,-44.28,-43.19,-32.13,-30.27,-9.53,-22.98,-26.85,-51.9,-45.69,-6.41,-24.41,-7.03
2026-01-01 23:00:00,jueves,-19.0,-44.17,-40.71,-31.78,-26.41,-9.51,-24.4,-25.95,-58.83,-52.47,-6.37,-19.7,-5.01
2026-01-02 00:00:00,viernes,-18.99,-44.13,-41.49,-31.98,-28.11,-9.62,-23.48,-30.27,-56.92,-50.6,-10.31,-22.07,-4.59
2026-01-02 01:00:00,viernes,-19.02,-44.23,-42.51,-32.05,-28.98,-9.52,-24.1,-28.86,-56.39,-50.12,-9.68,-22.57,-5.96
2026-01-02 02:00:00,viernes,-19.04,-44.19,-40.27,-32.12,-29.94,-9.54,-24.93,-31.81,-59.66,-53.43,-12.98,-23.39,-3.5
2026-01-02 03:00:00,viernes,-19.06,-44.16,-43.87,-32.13,-31.0,-9.54,-25.75,-34.68,-53.47,-47.32,-17.68,-24.81,-6.91
2026-01-02 04:00:00,viernes,-19.12,-44.2,-42.24,-32.11,-33.38,-9.5,-25.52,-32.72,-55.75,-49.53,-12.75,-26.93,-5.32
2026-01-02 05:00:00,viernes,-19.04,-44.17,-41.81,-32.03,-34.14,-9.56,-27.44,-28.25,-54.05,-48.05,-8.96,-27.85,-5.09
2026-01-02 06:00:00,viernes,-19.06,-44.19,-43.42,-32.11,-34.05,-9.53,-26.04,-31.35,-51.34,-45.3,-10.83,-28.59,-5.63
2026-01-02 07:00:00,viernes,-19.06,-44.26,-42.43,-32.13,-34.64,-9.47,-25.26,-32.21,-54.56,-48.39,-10.82,-29.01,-4.96
2026-01-02 08:00:00,viernes,-19.09,-44.38,-43.16,-31.95,-32.35,-9.54,-25.85,-34.81,-51.98,-45.94,-14.35,-26.62,-5.73
2026-01-02 09:00:00,viernes,-19.11,-44.41,-39.52,-32.02,-27.38,-9.55,-26.77,-30.65,-58.99,-53.09,-11.22,-22.01,-3.02
2026-01-02 10:00:00,viernes,-19.11,-44.4,-40.7,-31.7,-31.37,-9.57,-27.3,-28.25,-50.21,-44.62,-9.69,-24.89,-4.2
2026-01-02 11:00:00,viernes,-19.12,-44.26,-41.11,-31.87,-31.7,-9.54,-25.28,-30.74,-44.19,-38.68,-10.04,-26.0,-3.88
2026-01-02 12:00:00,viernes,-19.1,-44.45,-38.57,-31.96,-34.89,-9.53,-25.82,-28.83,-50.7,-45.25,-8.01,-29.45,-2.2
2026-01-02 13:00:00,viernes,-19.06,-44.36,-42.43,-32.03,-34.68,-9.56,-24.91,-35.84,-43.4,-37.94,-13.98,-29.57,-4.87
2026-01-02 14:00:00,viernes,-19.02,-44.66,-38.44,-31.71,-33.26,-9.57,-25.34,-34.31,-51.87,-46.21,-12.98,-27.86,-1.79
2026-01-02 15:00:00,viernes,-19.02,-44.64,-39.56,-31.75,-30.69,-9.56,-25.63,-32.19,-50.28,-44.55,-10.94,-24.64,-2.98
2026-01-02 16:00:00,viernes,-19.03,-44.75,-38.31,-31.57,-31.04,-9.54,-25.79,-30.95,-53.07,-47.25,-10.18,-24.76,-1.82
2026-01-02 17:00:00,viernes,-18.98,-44.54,-36.77,-30.96,-33.89,-9.56,-25.37,-29.15,-56.44,-50.49,-7.76,-27.11,-0.11
2026-01-02 18:00:00,viernes,-19.0,-44.47,-40.75,-31.76,-34.12,-9.58,-25.28,-33.04,-49.53,-43.99,-11.45,-27.89,-3.65
2026-01-02 19:00:00,viernes,-19.0,-44.49,-37.28,-31.81,-33.42,-9.53,-24.82,-34.25,-55.45,-49.85,-12.4,-27.19,-0.74
2026-01-02 20:00:00,viernes,-18.95,-44.27,-40.23,-31.99,-33.86,-9.56,-25.48,-33.49,-48.98,-43.34,-12.43,-27.26,-2.81
2026-01-02 21:00:00,viernes,-18.98,-44.53,-40.11,-32.1,-34.96,-9.56,-25.35,-33.76,-57.06,-50.99,-12.4,-28.27,-3.67
2026-01-02 22:00:00,viernes,-18.95,-44.34,-40.59,-32.05,-34.12,-9.56,-25.62,-31.19,-57.42,-51.24,-9.83,-26.53,-3.76
2026-01-02 23:00:00,viernes,-18.94,-44.27,-42.2,-31.67,-32.09,-9.5,-25.41,-31.23,-53.17,-46.9,-9.68,-24.05,-4.66
2026-01-03 00:00:00,sábado,-18.94,-44.32,-40.0,-32.0,-33.57,-9.55,-26.29,-35.68,-60.22,-53.95,-14.88,-26.03,-2.96
2026-01-03 01:00:00,sábado,-18.97,-44.25,-41.37,-31.97,-33.13,-9.52,-26.88,-37.51,-54.03,-47.84,-17.42,-26.53,-4.53
2026-01-03 02:00:00,sábado,-18.95,-44.18,-41.71,-31.97,-32.87,-9.58,-26.64,-39.74,-55.67,-49.12,-18.88,-27.22,-4.59
2026-01-03 03:00:00,sábado,-18.96,-44.19,-41.76,-31.9,-31.48,-9.55,-26.07,-40.22,-59.04,-52.73,-19.29,-25.03,-4.12
2026-01-03 04:00:00,sábado,-19.0,-44.18,-43.88,-31.94,-32.62,-9.54,-27.08,-40.01,-55.06,-48.53,-20.42,-26.01,-5.84
2026-01-03 05:00:00,sábado,-18.98,-44.24,-42.12,-31.98,-34.11,-9.55,-28.74,-36.95,-59.56,-53.24,-18.97,-28.46,-4.7
2026-01-03 06:00:00,sábado,-19.0,-44.24,-43.32,-32.14,-33.62,-9.5,-26.84,-38.23,-57.2,-50.99,-17.59,-28.14,-6.24
2026-01-03 07:00:00,sábado,-19.04,-44.19,-43.01,-32.03,-33.38,-9.6,-27.01,-37.38,-55.98,-49.8,-17.06,-27.37,-5.82
2026-01-03 08:00:00,sábado,-19.05,-44.22,-41.57,-31.52,-32.66,-9.5,-27.85,-36.16,-54.01,-48.22,-16.82,-26.39,-3.43
2026-01-03 09:00:00,sábado,-19.02,-44.19,-41.48,-31.75,-33.95,-9.53,-26.82,-32.79,-48.38,-42.99,-12.9,-27.85,-3.77
2026-01-03 10:00:00,sábado,-19.02,-44.33,-37.6,-32.09,-33.61,-9.61,-26.34,-35.94,-53.29,-47.82,-15.03,-27.89,-0.54
2026-01-03 11:00:00,sábado,-18.99,-44.34,-38.56,-31.57,-32.67,-9.55,-25.38,-35.82,-52.22,-46.75,-13.52,-26.33,-0.6
2026-01-03 12:00:00,sábado,-18.97,-44.39,-37.98,-31.79,-33.91,-9.55,-26.13,-32.37,-50.26,-44.79,-12.0,-27.14,-0.97
2026-01-03 13:00:00,sábado,-18.88,-44.46,-35.96,-31.94,-32.35,-9.6,-25.89,-31.86,-53.99,-48.48,-11.0,-25.81,0.91
2026-01-03 14:00:00,sábado,-18.9,-44.33,-40.94,-31.63,-29.21,-9.55,-26.3,-30.17,-47.39,-41.75,-9.38,-22.11,-3.56
2026-01-03 15:00:00,sábado,-18.84,-44.51,-38.0,-31.76,-31.98,-9.55,-25.76,-29.97,-53.99,-48.09,-8.78,-25.08,-1.49
2026-01-03 16:00:00,sábado,-18.87,-44.46,-38.97,-31.73,-34.75,-9.49,-25.49,-33.14,-49.72,-43.9,-11.24,-28.39,-2.46
2026-01-03 17:00:00,sábado,-18.88,-44.48,-39.3,-31.94,-34.65,-9.56,-26.17,-27.7,-53.04,-47.38,-6.85,-28.46,-2.59
2026-01-03 18:00:00,sábado,-18.85,-41.21,-36.97,-31.91,-35.47,-9.55,-23.47,-42.3,-64.6,-58.91,-19.19,-29.16,2.79
2026-01-03 19:00:00,sábado,-18.86,-41.82,-39.94,-31.52,-31.42,-9.55,-25.58,-36.26,-56.99,-51.47,-16.53,-24.53,-3.01
2026-01-03 20:00:00,sábado,-18.85,-41.82,-40.08,-32.09,-34.52,-9.53,-23.95,-33.24,-51.14,-45.67,-12.69,-28.12,-7.1
2026-01-03 21:00:00,sábado,-18.83,-41.57,-39.64,-32.06,-35.48,-9.6,-24.41,-31.94,-51.93,-46.42,-11.79,-28.94,-5.67
2026-01-03 22:00:00,sábado,-18.84,-41.75,-35.46,-32.06,-32.33,-9.51,-24.37,-32.13,-60.44,-54.62,-11.46,-26.13,-2.13
2026-01-03 23:00:00,sábado,-18.91,-39.36,-37.43,-31.65,-31.92,-9.57,-24.82,-34.47,-54.78,-48.8,-14.33,-25.17,-2.01
2026-01-04 00:00:00,domingo,-18.99,-42.62,-39.96,-32.11,-32.18,-9.59,-25.72,-33.69,-40.51,-34.43,-14.78,-25.9,-7.04
2026-01-04 01:00:00,domingo,-18.97,-43.35,-35.96,-32.09,-31.11,-9.53,-24.82,-37.56,-34.98,-28.88,-16.52,-25.16,-3.33
2026-01-04 02:00:00,domingo,-18.97,-43.45,-35.56,-31.93,-32.63,-9.5,-25.52,-36.52,-31.19,-25.32,-16.05,-26.38,-1.75
2026-01-04 03:00:00,domingo,-18.91,-43.8,-33.52,-31.87,-32.98,-9.57,-25.77,-39.26,-29.08,-23.27,-17.77,-26.45,1.22
2026-01-04 04:00:00,domingo,-18.92,-43.59,-29.58,-32.12,-33.08,-9.6,-25.2,-42.68,-40.67,-34.81,-20.3,-26.82,0.62
2026-01-04 05:00:00,domingo,-18.84,-40.05,-34.11,-32.14,-32.45,-9.55,-25.7,-39.74,-28.77,-23.03,-17.88,-26.75,-3.25
2026-01-04 06:00:00,domingo,-18.97,-41.0,-32.72,-32.03,-34.51,-9.49,-25.77,-39.31,-24.91,-19.36,-17.69,-28.3,-3.57
2026-01-04 07:00:00,domingo,-19.02,-39.68,-32.92,-32.05,-30.27,-9.57,-26.68,-33.68,-30.75,-25.09,-13.05,-23.91,-2.63
2026-01-04 08:00:00,domingo,-18.99,-39.34,-25.93,-31.87,-32.97,-9.56,-25.28,-35.88,-37.72,-32.04,-14.01,-26.83,3.29
2026-01-04 09:00:00,domingo,-18.92,-39.49,-18.78,-32.04,-33.27,-9.49,-27.79,-32.06,-23.77,-18.08,-12.65,-28.04,9.12
2026-01-04 10:00:00,domingo,-18.99,-38.06,-12.09,-31.83,-32.38,-9.58,-24.44,-38.59,-11.32,-6.05,-15.12,-27.31,14.86
2026-01-04 11:00:00,domingo,-19.0,-38.32,-10.26,-31.8,-26.76,-9.57,-25.73,-33.61,-11.92,-6.6,-11.92,-21.45,15.97
2026-01-04 12:00:00,domingo,-19.0,-38.42,-12.83,-32.06,-26.65,-9.53,-26.35,-33.75,-10.67,-5.2,-13.26,-20.71,13.72
2026-01-04 13:00:00,domingo,-18.92,-38.41,-12.54,-32.21,-29.37,-9.55,-26.51,-32.5,-7.5,-1.85,-11.64,-23.96,12.1
2026-01-04 14:00:00,domingo,-18.96,-38.28,-10.69,-32.02,-28.45,-9.56,-25.13,-33.84,-8.89,-3.06,-12.07,-22.07,16.62
2026-01-04 15:00:00,domingo,-18.98,-38.44,-10.37,-32.04,-27.09,-9.53,-26.05,-30.73,-8.0,-2.14,-9.18,-20.63,14.95
2026-01-04 16:00:00,domingo,-18.97,-38.16,-10.89,-31.95,-27.45,-9.53,-24.92,-34.61,-10.72,-4.85,-12.01,-21.64,12.47
2026-01-04 17:00:00,domingo,-18.96,-38.42,-16.34,-32.16,-28.92,-9.49,-24.85,-35.49,-20.39,-14.52,-13.0,-23.1,4.26
2026-01-04 18:00:00,domingo,-18.86,-34.82,-18.67,-31.89,-35.72,-9.5,-24.57,-36.33,-16.09,-10.17,-13.83,-28.98,8.78
2026-01-04 19:00:00,domingo,-18.69,-30.28,-17.39,-32.17,-35.18,-9.58,-24.88,-33.71,-12.26,-6.07,-11.47,-29.54,18.16
2026-01-04 20:00:00,domingo,-18.79,-30.91,-17.98,-32.01,-34.59,-9.54,-25.16,-30.97,-15.47,-9.53,-9.4,-28.28,20.16
2026-01-04 21:00:00,domingo,-18.83,-32.31,-18.6,-32.24,-34.16,-9.57,-25.62,-29.68,-17.75,-11.95,-8.52,-28.62,19.25
2026-01-04 22:00:00,domingo,-18.98,-30.19,-14.69,-32.02,-33.67,-9.51,-25.64,-27.93,-11.41,-5.62,-6.11,-28.14,25.98
2026-01-04 23:00:00,domingo,-18.99,-32.71,-16.41,-32.05,-32.07,-9.51,-25.75,-31.16,-31.33,-25.14,-9.25,-26.4,22.38
2026-01-05 00:00:00,lunes,-18.97,-40.87,-20.21,-32.09,-33.42,-9.62,-27.19,-30.42,-30.35,-23.87,-10.35,-27.79,10.93
2026-01-05 01:00:00,lunes,-18.97,-41.11,-20.15,-32.14,-33.11,-9.59,-26.63,-35.34,-17.93,-11.89,-14.5,-27.38,11.49
2026-01-05 02:00:00,lunes,-18.95,-43.16,-22.6,-32.03,-31.4,-9.56,-27.07,-34.46,-33.48,-27.34,-13.85,-24.98,8.06
2026-01-05 03:00:00,lunes,-18.97,-43.72,-32.61,-31.92,-33.23,-9.56,-26.53,-34.74,-23.01,-16.8,-13.71,-26.77,-1.58
2026-01-05 04:00:00,lunes,-18.95,-43.66,-36.29,-32.22,-35.77,-9.49,-26.54,-33.43,-21.7,-16.02,-12.88,-29.39,-4.95
2026-01-05 05:00:00,lunes,-18.92,-43.31,-35.39,-32.12,-34.06,-9.57,-26.91,-31.15,-13.59,-7.96,-11.03,-28.26,-1.87
2026-01-05 06:00:00,lunes,-19.0,-43.71,-31.99,-31.99,-34.12,-9.53,-27.19,-34.17,-11.61,-6.03,-14.43,-27.7,1.22
2026-01-05 07:00:00,lunes,-19.0,-44.01,-36.39,-31.85,-32.03,-9.55,-26.56,-38.39,-16.68,-11.08,-17.58,-26.39,-3.43
2026-01-05 08:00:00,lunes,-18.99,-44.02,-42.88,-31.82,-33.94,-9.52,-27.42,-33.88,-16.14,-10.37,-14.38,-28.29,-8.67
2026-01-05 09:00:00,lunes,-18.96,-44.25,-43.32,-32.15,-35.33,-9.55,-26.51,-34.07,-28.3,-22.43,-14.16,-30.01,-9.8
2026-01-05 10:00:00,lunes,-19.04,-44.89,-35.77,-32.16,-33.81,-9.6,-26.1,-30.06,-46.45,-40.87,-10.2,-28.0,-2.84
2026-01-05 11:00:00,lunes,-19.08,-44.77,-41.78,-31.89,-31.4,-9.54,-26.04,-32.28,-40.91,-35.27,-12.25,-26.3,-7.91
2026-01-05 12:00:00,lunes,-19.04,-44.64,-39.0,-31.58,-31.96,-9.55,-26.08,-32.85,-54.42,-48.34,-11.86,-26.18,-5.15
2026-01-05 13:00:00,lunes,-19.01,-44.73,-39.42,-31.92,-32.18,-9.57,-25.53,-33.01,-54.49,-48.47,-11.45,-26.29,-2.95
2026-01-05 14:00:00,lunes,-19.0,-44.86,-39.19,-31.79,-32.24,-9.48,-24.7,-33.71,-47.88,-41.91,-11.33,-25.91,-4.39
2026-01-05 15:00:00,lunes,-19.0,-44.87,-39.13,-32.12,-32.19,-9.55,-24.85,-35.51,-47.87,-41.92,-12.91,-26.44,-3.97
2026-01-05 16:00:00,lunes,-19.1,-44.91,-42.22,-31.71,-32.47,-9.58,-26.02,-35.28,-40.15,-34.61,-14.9,-26.31,-8.45
2026-01-05 17:00:00,lunes,-18.98,-44.84,-40.36,-31.83,-34.28,-9.51,-24.39,-36.09,-50.05,-44.18,-15.9,-28.14,-6.88
2026-01-05 18:00:00,lunes,-18.8,-44.47,-43.43,-31.79,-28.82,-9.46,-24.94,-39.19,-40.44,-34.91,-19.82,-23.21,-7.88
2026-01-05 19:00:00,lunes,-19.08,-44.47,-44.32,-32.05,-26.38,-9.04,-24.81,-41.22,-37.85,-32.44,-21.7,-20.27,-8.81
2026-01-05 20:00:00,lunes,-18.98,-44.35,-41.9,-32.29,-32.33,-9.09,-24.94,-37.74,-44.81,-39.23,-19.89,-26.32,-5.33
2026-01-05 21:00:00,lunes,-19.02,-44.52,-43.13,-31.86,-32.46,-9.43,-25.96,-43.46,-49.97,-43.83,-25.73,-25.79,-6.25
2026-01-05 22:00:00,lunes,-19.01,-44.39,-43.95,-32.11,-32.97,-9.62,-25.81,-45.93,-50.05,-43.81,-27.25,-26.75,-7.37
2026-01-05 23:00:00,lunes,-19.03,-44.67,-44.33,-31.84,-31.74,-9.5,-26.21,-40.69,-48.87,-42.3,-20.53,-25.05,-7.34
2026-01-06 00:00:00,martes,-19.07,-44.55,-44.46,-31.85,-31.38,-9.54,-26.97,-39.22,-47.92,-41.19,-18.72,-25.31,-8.05
2026-01-06 01:00:00,martes,-19.04,-44.38,-41.97,-32.16,-31.85,-9.52,-27.06,-36.6,-55.32,-48.63,-16.38,-26.4,-5.54
2026-01-06 02:00:00,martes,-19.04,-44.4,-42.93,-32.12,-33.65,-9.55,-27.45,-33.26,-51.81,-45.28,-13.6,-27.95,-6.77
2026-01-06 03:00:00,martes,-19.05,-44.4,-43.79,-31.99,-31.26,-9.6,-26.97,-32.97,-50.17,-43.97,-12.83,-25.53,-6.7
2026-01-06 04:00:00,martes,-19.05,-44.36,-44.01,-32.06,-31.82,-9.54,-26.44,-33.61,-53.06,-46.34,-13.17,-26.06,-7.66
2026-01-06 05:00:00,martes,-19.09,-44.44,-40.18,-32.18,-30.68,-9.55,-26.76,-31.47,-60.22,-53.54,-12.1,-24.7,-4.28
2026-01-06 06:00:00,martes,-19.13,-44.29,-42.08,-32.03,-31.63,-9.47,-26.5,-32.39,-56.21,-49.88,-12.27,-25.59,-5.8
2026-01-06 07:00:00,martes,-19.15,-44.36,-41.27,-32.04,-30.59,-9.65,-26.69,-32.82,-55.73,-49.53,-12.82,-24.6,-4.7
2026-01-06 08:00:00,martes,-19.12,-44.29,-41.6,-32.09,-33.26,-9.45,-26.87,-30.9,-50.9,-45.15,-11.28,-26.93,-4.69
2026-01-06 09:00:00,martes,-19.09,-44.27,-44.09,-31.66,-32.94,-9.18,-27.29,-31.38,-43.56,-38.14,-11.99,-26.08,-7.01
2026-01-06 10:00:00,martes,-19.05,-44.25,-44.09,-31.9,-24.25,-9.09,-25.94,-30.57,-40.01,-34.64,-9.6,-18.7,-7.15
2026-01-06 11:00:00,martes,-19.06,-44.14,-43.96,-31.04,-20.85,-9.06,-24.05,-34.81,-38.16,-32.82,-13.11,-14.44,-6.44
2026-01-06 12:00:00,martes,-19.08,-44.37,-44.22,-30.94,-21.42,-9.01,-23.17,-33.98,-38.21,-32.87,-11.19,-14.39,-8.17
2026-01-06 13:00:00,martes,-19.04,-44.15,-43.99,-30.71,-23.48,-9.03,-25.81,-32.07,-38.63,-33.25,-11.67,-16.39,-6.79
2026-01-06 14:00:00,martes,-19.02,-44.17,-43.99,-32.14,-24.08,-9.06,-25.37,-31.73,-37.46,-32.07,-10.64,-18.41,-6.91
2026-01-06 15:00:00,martes,-19.0,-44.23,-44.02,-31.26,-25.61,-8.95,-24.51,-34.05,-38.13,-32.72,-11.82,-19.16,-7.62
2026-01-06 16:00:00,martes,-19.01,-44.24,-44.09,-31.08,-27.22,-9.02,-25.44,-29.92,-37.17,-31.79,-8.56,-20.66,-7.62
2026-01-06 17:00:00,martes,-18.98,-44.29,-42.62,-31.46,-27.34,-9.06,-25.38,-31.24,-38.86,-33.47,-9.9,-21.03,-5.11
2026-01-06 18:00:00,martes,-18.99,-44.42,-41.67,-31.73,-24.8,-9.04,-23.64,-33.57,-41.52,-36.06,-10.68,-19.07,-4.25
2026-01-06 19:00:00,martes,-18.97,-44.47,-41.55,-30.61,-26.59,-9.04,-24.81,-33.01,-41.88,-36.33,-10.82,-19.74,-3.81
2026-01-06 20:00:00,martes,-19.03,-44.34,-43.21,-31.58,-30.0,-9.07,-25.43,-31.49,-40.67,-35.06,-10.47,-24.37,-6.09
2026-01-06 21:00:00,martes,-19.0,-44.55,-39.4,-31.31,-28.18,-9.03,-26.17,-30.89,-48.5,-43.04,-10.7,-22.32,-1.97
2026-01-06 22:00:00,martes,-18.98,-44.36,-41.29,-32.04,-27.53,-9.05,-26.08,-29.95,-46.86,-41.21,-9.25,-22.44,-4.06
2026-01-06 23:00:00,martes,-19.01,-44.47,-37.6,-31.64,-25.91,-9.03,-25.82,-29.2,-59.73,-53.58,-8.02,-20.35,-1.88
2026-01-07 00:00:00,miércoles,-19.0,-44.46,-40.24,-31.32,-29.99,-9.08,-25.37,-28.18,-61.19,-54.76,-6.86,-23.94,-3.64
2026-01-07 01:00:00,miércoles,-19.06,-44.24,-40.82,-31.91,-27.85,-9.02,-25.17,-30.91,-58.85,-52.22,-9.48,-21.81,-4.01
2026-01-07 02:00:00,miércoles,-19.06,-44.31,-40.45,-31.2,-32.18,-9.02,-24.97,-29.4,-57.23,-50.55,-7.57,-24.92,-4.21
2026-01-07 03:00:00,miércoles,-19.08,-44.36,-41.24,-31.69,-31.7,-9.08,-25.09,-31.49,-58.06,-51.68,-9.31,-24.73,-5.31
2026-01-07 04:00:00,miércoles,-19.1,-44.42,-38.65,-31.76,-31.95,-9.06,-25.4,-30.08,-62.58,-56.22,-8.92,-25.45,-3.02
2026-01-07 05:00:00,miércoles,-19.07,-44.33,-41.65,-31.62,-31.61,-9.05,-26.14,-29.69,-55.45,-49.08,-8.97,-25.38,-5.43
2026-01-07 06:00:00,miércoles,-19.06,-44.54,-38.49,-31.9,-30.47,-9.05,-24.69,-32.57,-64.96,-58.2,-11.18,-24.42,-2.75
2026-01-07 07:00:00,miércoles,-19.06,-44.48,-38.31,-30.78,-27.88,-8.98,-24.17,-36.66,-63.82,-57.15,-16.64,-19.97,-2.43
2026-01-07 08:00:00,miércoles,-19.03,-44.36,-42.44,-31.35,-30.45,-9.1,-25.0,-31.78,-48.0,-41.94,-13.14,-23.16,-6.06
2026-01-07 09:00:00,miércoles,-19.02,-44.42,-38.41,-31.16,-30.06,-9.04,-22.35,-33.58,-48.84,-43.09,-12.45,-23.09,-2.66
2026-01-07 10:00:00,miércoles,-18.95,-44.34,-42.27,-31.64,-30.1,-9.03,-16.68,-41.13,-43.1,-37.31,-16.88,-23.7,-5.93
2026-01-07 11:00:00,miércoles,-18.95,-44.4,-40.74,-31.31,-30.63,-9.04,-26.6,-37.02,-47.01,-41.13,-23.11,-23.73,-4.26
2026-01-07 12:00:00,miércoles,-18.96,-44.43,-39.94,-31.13,-30.55,-9.07,-26.0,-33.01,-46.56,-40.71,-17.72,-23.96,-4.02
2026-01-07 13:00:00,miércoles,-18.91,-44.48,-41.52,-31.39,-29.99,-9.04,-25.94,-30.79,-43.99,-38.26,-14.22,-23.34,-4.93
2026-01-07 14:00:00,miércoles,-18.9,-44.62,-38.12,-31.73,-30.48,-9.03,-25.19,-34.67,-50.79,-45.22,-16.7,-24.16,-1.19
2026-01-07 15:00:00,miércoles,-18.89,-44.56,-39.17,-31.63,-30.37,-9.03,-24.68,-36.96,-49.68,-44.14,-18.13,-24.26,-3.45
2026-01-07 16:00:00,miércoles,-18.88,-44.63,-37.47,-31.89,-31.47,-9.08,-25.03,-35.53,-52.2,-46.68,-17.59,-25.2,0.2
2026-01-07 17:00:00,miércoles,-18.86,-44.56,-37.74,-30.95,-32.99,-8.98,-24.28,-39.63,-52.74,-47.2,-20.52,-25.22,0.33
2026-01-07 18:00:00,miércoles,-18.86,-44.58,-39.32,-31.82,-31.99,-9.12,-24.99,-34.6,-50.12,-44.65,-16.19,-25.39,-1.46
2026-01-07 19:00:00,miércoles,-18.88,-43.86,-37.21,-30.87,-27.48,-9.09,-25.08,-36.21,-55.3,-49.74,-17.53,-19.94,1.14
2026-01-07 20:00:00,miércoles,-18.94,-42.95,-40.84,-31.62,-29.88,-9.07,-26.03,-34.32,-48.66,-42.92,-15.77,-22.87,-2.35
2026-01-07 21:00:00,miércoles,-18.92,-42.87,-38.68,-31.27,-29.54,-9.01,-24.89,-41.49,-53.7,-48.05,-21.17,-22.07,-0.38
2026-01-07 22:00:00,miércoles,-18.93,-42.91,-37.98,-31.94,-28.13,-8.97,-25.46,-43.89,-54.03,-48.1,-23.51,-21.17,0.63
2026-01-07 23:00:00,miércoles,-18.91,-42.93,-40.7,-31.18,-30.12,-9.11,-25.17,-40.53,-48.8,-42.8,-19.59,-22.94,-1.79
2026-01-08 00:00:00,jueves,-18.91,-42.91,-38.11,-31.21,-28.36,-9.05,-26.07,-29.66,-52.25,-46.32,-8.56,-21.48,1.1
2026-01-08 01:00:00,jueves,-18.93,-42.99,-43.11,-31.62,-29.74,-9.01,-24.1,-34.71,-45.14,-39.28,-10.96,-23.49,-3.98
